001-A_01,0.0156641
001-A_02,0.0272266
001-A_03,0.0198568
001-A_04,0.0221484
001-A_05,0.0127995
001-B_06,0.0183464
001-B_07,0.0207943
001-B_08,0.0105859
001-B_09,0.0140885
001-B_10,0.0121224
002-A_01,0.148685
002-A_02,0.14418
002-A_03,0.0955469
002-A_04,0.104635
002-A_05,0.122122
002-B_06,0.0822786
002-B_07,0.0734245
002-B_08,0.0795313
002-B_09,0.100833
002-B_10,0.0804557
003-A_01,0.0339193
003-A_02,0.0216536
003-A_03,0.0246224
003-A_04,0.0500391
003-A_05,0.0402083
003-B_06,0.0390365
003-B_07,0.0324349
003-B_08,0.0166016
003-B_09,0.0225521
003-B_10,0.0284766
004-A_01,0.144284
004-A_02,0.151654
004-A_03,0.128359
004-A_04,0.133958
004-A_05,0.120573
004-B_06,0.124779
004-B_07,0.123203
004-B_08,0.109518
004-B_09,0.100638
004-B_10,0.0989453
005-A_01,0.0791276
005-A_02,0.0716146
005-A_03,0.0683333
005-A_04,0.0636068
005-A_05,0.0706901
005-B_06,0.0654818
005-B_07,0.0772135
005-B_08,0.0728906
005-B_09,0.0786198
005-B_10,0.0808854
006-A_01,0.0586458
006-A_02,0.0540365
006-A_03,0.0515625
006-A_04,0.0528385
006-A_05,0.0497526
006-B_06,0.0571484
006-B_07,0.0613021
006-B_08,0.0644271
006-B_09,0.0584505
006-B_10,0.0579036
007-A_01,0.152695
007-A_02,0.124987
007-A_03,0.142435
007-A_04,0.133555
007-A_05,0.141081
007-B_06,0.158711
