001-A_01,0.018776
001-A_02,0.0276693
001-A_03,0.0194661
001-A_04,0.0221484
001-A_05,0.0159505
001-B_06,0.021224
001-B_07,0.0295443
001-B_08,0.0136328
001-B_09,0.0152604
001-B_10,0.0155859
002-A_01,0.15806
002-A_02,0.150143
002-A_03,0.100859
002-A_04,0.103672
002-A_05,0.126992
002-B_06,0.0792188
002-B_07,0.0666667
002-B_08,0.0807161
002-B_09,0.0958333
002-B_10,0.0826563
003-A_01,0.0301172
003-A_02,0.0216536
003-A_03,0.0273047
003-A_04,0.0399089
003-A_05,0.0402083
003-B_06,0.0390365
003-B_07,0.0324349
003-B_08,0.0193359
003-B_09,0.0263151
003-B_10,0.0284766
004-A_01,0.144284
004-A_02,0.151654
004-A_03,0.135234
004-A_04,0.128125
004-A_05,0.123698
004-B_06,0.132227
004-B_07,0.115234
004-B_08,0.111576
004-B_09,0.100638
004-B_10,0.0986328
005-A_01,0.0658203
005-A_02,0.071224
005-A_03,0.0660286
005-A_04,0.0658724
005-A_05,0.0670182
005-B_06,0.0671484
005-B_07,0.0741016
005-B_08,0.0757943
005-B_09,0.0740104
005-B_10,0.0759635
006-A_01,0.0586589
006-A_02,0.0540365
006-A_03,0.0511849
006-A_04,0.0528385
006-A_05,0.0502604
006-B_06,0.0517188
006-B_07,0.0532422
006-B_08,0.0690885
006-B_09,0.0616146
006-B_10,0.0588151
007-A_01,0.140391
007-A_02,0.135807
007-A_03,0.114154
007-A_04,0.133034
007-A_05,0.137135
007-B_06,0.144687
007-B_07,0.155586
007-B_08,0.157695
007-B_09,0.153698
007-B_10,0.138464
008-A_01,0.152982
008-A_02,0.155247
008-A_03,0.15526
008-A_04,0.149883
008-A_05,0.150065
008-B_06,0.151536
008-B_07,0.137604
008-B_08,0.139961
008-B_09,0.144648
008-B_10,0.142383
009-A_01,0.0748698
009-A_02,0.0688672
009-A_03,0.0610938
009-A_04,0.0622526
009-A_05,0.0837109
009-B_06,0.0817969
009-B_07,0.0817448
009-B_08,0.0757031
009-B_09,0.0720703
009-B_10,0.0629688
010-A_01,0.271771
010-A_02,0.272513
010-A_03,0.277513
010-A_04,0.15668
010-A_05,0.253424
010-B_06,0.0885286
010-B_07,0.122344
010-B_08,0.279206
010-B_09,0.141862
010-B_10,0.277057
011-A_01,0.122279
011-A_02,0.120299
011-A_03,0.125885
011-A_04,0.135508
011-A_05,0.125651
011-B_06,0.131875
011-B_07,0.116471
011-B_08,0.141719
011-B_09,0.134115
011-B_10,0.139922
012-A_01,0.0514974
012-A_02,0.0570052
012-A_03,0.0498828
012-A_04,0.0522266
012-A_05,0.0517448
012-B_06,0.0588021
012-B_07,0.0534505
012-B_08,0.0572656
012-B_09,0.0550391
012-B_10,0.066875
013-A_01,0.10431
013-A_02,0.0839063
013-A_03,0.0896094
013-A_04,0.30168
013-A_05,0.244492
013-B_06,0.23832
013-B_07,0.254896
013-B_08,0.293568
013-B_09,0.109714
013-B_10,0.155039
014-A_01,0.137852
014-A_02,0.130859
014-A_03,0.13224
014-A_04,0.116836
014-A_05,0.11599
014-B_06,0.134128
014-B_07,0.12056
014-B_08,0.116667
014-B_09,0.121315
014-B_10,0.116523
015-A_01,0.173763
015-A_02,0.171875
015-A_03,0.148724
015-A_04,0.139961
015-A_05,0.112214
015-B_06,0.112904
015-B_07,0.109609
015-B_08,0.0967578
015-B_09,0.112044
015-B_10,0.110625
016-A_01,0.0300911
016-A_02,0.0333984
016-A_03,0.0301302
016-A_04,0.0234375
016-A_05,0.0260677
016-B_06,0.0249479
016-B_07,0.0217969
016-B_08,0.0173698
016-B_09,0.0203776
016-B_10,0.0340365
017-A_01,0.0991536
017-A_02,0.0935807
017-A_03,0.0877995
017-A_04,0.0879427
017-A_05,0.0970964
017-B_06,0.129206
017-B_07,0.0969271
017-B_08,0.114375
017-B_09,0.111146
017-B_10,0.0992318
018-A_01,0.191875
018-A_02,0.184844
018-A_03,0.177799
018-A_04,0.176185
018-A_05,0.186003
018-B_06,0.169336
018-B_07,0.176888
018-B_08,0.172422
018-B_09,0.165286
018-B_10,0.170755
019-A_01,0.124388
019-A_02,0.154193
019-A_03,0.14681
019-A_04,0.127396
019-A_05,0.139141
019-B_06,0.121576
019-B_07,0.117031
019-B_08,0.125156
019-B_09,0.116602
019-B_10,0.123737
020-A_01,0.073737
020-A_02,0.078125
020-A_03,0.0710286
020-A_04,0.0705729
020-A_05,0.0744401
020-B_06,0.143672
020-B_07,0.134505
020-B_08,0.129661
020-B_09,0.119779
020-B_10,0.11401
021-A_01,0.0714844
021-A_02,0.0951693
021-A_03,0.0942188
021-A_04,0.101354
021-A_05,0.113841
021-B_06,0.0850521
021-B_07,0.0927734
021-B_08,0.0895313
021-B_09,0.0891797
021-B_10,0.0882682
022-A_01,0.109036
022-A_02,0.116328
022-A_03,0.119336
022-A_04,0.112174
022-A_05,0.11056
022-B_06,0.081224
022-B_07,0.0819792
022-B_08,0.0770313
022-B_09,0.0934375
022-B_10,0.070026
023-A_01,0.127695
023-A_02,0.113997
023-A_03,0.117747
023-A_04,0.129284
023-A_05,0.121497
023-B_06,0.122305
023-B_07,0.142591
023-B_08,0.148568
023-B_09,0.155664
023-B_10,0.152188
024-A_01,0.178685
024-A_02,0.158958
024-A_03,0.155339
024-A_04,0.150221
024-A_05,0.136393
024-B_06,0.164505
024-B_07,0.146458
024-B_08,0.113359
024-B_09,0.16681
024-B_10,0.149701
025-A_01,0.156992
025-A_02,0.135482
025-A_03,0.144831
025-A_04,0.137201
025-A_05,0.173307
025-B_06,0.126367
025-B_07,0.133047
025-B_08,0.194193
025-B_09,0.209935
025-B_10,0.145625
026-A_01,0.0276823
026-A_02,0.0964453
026-A_03,0.173138
026-A_04,0.095599
026-A_05,0.0906641
026-B_06,0.0370313
026-B_07,0.0351562
026-B_08,0.0450391
026-B_09,0.0374349
026-B_10,0.0386198
027-A_01,0.116159
027-A_02,0.0870313
027-A_03,0.165729
027-A_04,0.0948958
027-A_05,0.0852604
027-B_06,0.0941406
027-B_07,0.0793229
027-B_08,0.100938
027-B_09,0.0822917
027-B_10,0.0832161
028-A_01,0.23901
028-A_02,0.238542
028-A_03,0.218906
028-A_04,0.16418
028-A_05,0.190443
028-B_06,0.172995
028-B_07,0.151003
028-B_08,0.158737
028-B_09,0.157279
028-B_10,0.199792
029-A_01,0.0779688
029-A_02,0.0586458
029-A_03,0.0591146
029-A_04,0.0840625
029-A_05,0.073112
029-B_06,0.0585938
029-B_07,0.0774479
029-B_08,0.0763542
029-B_09,0.0663151
029-B_10,0.0778385
030-A_01,0.0958594
030-A_02,0.104753
030-A_03,0.107865
030-A_04,0.112357
030-A_05,0.105378
030-B_06,0.107578
030-B_07,0.0901302
030-B_08,0.0885937
030-B_09,0.0985417
030-B_10,0.0865625
