001-A_01,0.0031901
001-A_02,0.038112
001-A_03,0.00632813
001-A_04,0.0117839
001-A_05,0.00460938
001-B_06,0.00300781
001-B_07,0.00442708
001-B_08,0.00479167
001-B_09,0.000976562
001-B_10,0.00140625
002-A_01,0.0083724
002-A_02,0.0120313
002-A_03,0.0041276
002-A_04,0.00227865
002-A_05,0.383529
002-B_06,0.369727
002-B_07,0.0242969
002-B_08,0.00484375
002-B_09,0.0302474
002-B_10,0.0101693
003-A_01,0.00128906
003-A_02,0.00261719
003-A_03,0.00138021
003-A_04,0.000989583
003-A_05,0.000859375
003-B_06,0.000351563
003-B_07,0.00143229
003-B_08,0.00158854
003-B_09,0.00179688
003-B_10,0.00229167
004-A_01,0.00191406
004-A_02,0.00145833
004-A_03,0.0021224
004-A_04,0.00345052
004-A_05,0.00614583
004-B_06,0.00345052
004-B_07,0.00463542
004-B_08,0.00747396
004-B_09,0.00671875
004-B_10,0.00390625
005-A_01,0.00480469
005-A_02,0.00375
005-A_03,0.0440755
005-A_04,0.0609766
005-A_05,0.00450521
005-B_06,0.00450521
005-B_07,0.0035026
005-B_08,0.00627604
005-B_09,0.00358073
005-B_10,0.0036849
006-A_01,0.00148438
006-A_02,0.00407552
006-A_03,0.00143229
006-A_04,0.00395833
006-A_05,0.0056901
006-B_06,0.00429688
006-B_07,0.00429688
006-B_08,0.00604167
006-B_09,0.0103385
006-B_10,0.0161589
007-A_01,0.0519141
007-A_02,0.00592448
007-A_03,0.00529948
007-A_04,0.00283854
007-A_05,0.00485677
007-B_06,0.0221615
007-B_07,0.00821615
007-B_08,0.00313802
007-B_09,0.00391927
007-B_10,0.00670573
008-A_01,0.00589844
008-A_02,0.0101563
008-A_03,0.0427344
008-A_04,0.00761719
008-A_05,0.0270833
008-B_06,0.012474
008-B_07,0.00466146
008-B_08,0.0681901
008-B_09,0.0424349
008-B_10,0.0583724
009-A_01,0.00233073
009-A_02,0.00644531
009-A_03,0.00141927
009-A_04,0.00342448
009-A_05,0.00394531
009-B_06,0.00302083
009-B_07,0.00513021
009-B_08,0.0129818
009-B_09,0.00309896
009-B_10,0.00197917
010-A_01,0.00451823
010-A_02,0.00285156
010-A_03,0.0036849
010-A_04,0.00378906
010-A_05,0.00304688
010-B_06,0.00855469
010-B_07,0.00216146
010-B_08,0.00496094
010-B_09,0.00177083
010-B_10,0.00398438
011-A_01,0.00936198
011-A_02,0.0342839
011-A_03,0.00268229
011-A_04,0.0116927
011-A_05,0.0091276
011-B_06,0.00558594
011-B_07,0.00385417
011-B_08,0.00997396
011-B_09,0.00522135
011-B_10,0.00791667
012-A_01,0.00108073
012-A_02,0.00376302
012-A_03,0.00145833
012-A_04,0.00210938
012-A_05,0.00200521
012-B_06,0.00141927
012-B_07,0.00152344
012-B_08,0.00151042
012-B_09,0.00201823
012-B_10,0.00130208
013-A_01,0.000546875
013-A_02,0.00105469
013-A_03,0.000690104
013-A_04,0.00123698
013-A_05,0.00111979
013-B_06,0.00132813
013-B_07,0.00147135
013-B_08,0.000572917
013-B_09,0.000807292
013-B_10,0.000494792
014-A_01,0.00699219
014-A_02,0.159596
